00026.png;1729;769;1919;824;1;0.77
00026.png;162;437;309;497;1;0.51
00026.png;0;888;368;1061;1;0.43
00027.png;574;101;849;306;1;0.92
00027.png;703;1048;761;1079;1;0.84
00027.png;348;832;785;965;1;0.70
00027.png;885;252;956;301;1;0.39
00027.png;1376;788;1440;833;1;0.36
00027.png;63;867;326;984;1;0.32
00028.png;1215;240;1638;574;1;0.90
00028.png;1448;1044;1528;1079;1;0.78
00028.png;1204;1031;1376;1079;1;0.78
00028.png;206;1037;265;1080;1;0.77
00028.png;697;1027;754;1079;1;0.55
00028.png;143;1040;193;1080;1;0.45
00028.png;1758;732;1838;765;1;0.41
00029.png;1;131;62;239;1;0.84
00029.png;1280;315;1453;386;1;0.81
00029.png;1123;293;1269;362;1;0.81
00029.png;698;521;858;569;1;0.79
00029.png;1253;453;1292;479;1;0.78
00029.png;1251;503;1292;537;1;0.78
00029.png;1366;456;1415;506;1;0.78
00029.png;1743;767;1919;827;1;0.76
00029.png;1872;580;1919;607;1;0.75
00029.png;1452;799;1546;835;1;0.53
00029.png;1;1031;42;1079;1;0.51
00030.png;863;488;892;523;1;0.88
00030.png;1824;677;1919;728;1;0.82
00030.png;1817;347;1919;395;1;0.81
00030.png;1271;276;1540;352;1;0.80
00030.png;1272;430;1543;502;1;0.78
00030.png;1480;401;1516;445;1;0.78
00030.png;1099;499;1191;533;1;0.69
00030.png;1330;357;1396;390;1;0.35
00031.png;1186;311;1522;541;1;0.83
00032.png;1655;1053;1718;1079;1;0.89
00032.png;1278;193;1752;595;1;0.88
00032.png;1382;1054;1443;1079;1;0.81
00032.png;1265;1052;1309;1079;1;0.79
00033.png;626;109;829;344;1;0.88
00033.png;741;1046;786;1079;1;0.87
00033.png;587;1044;737;1079;1;0.84
00033.png;104;1035;173;1079;1;0.83
00033.png;64;1052;99;1079;1;0.81
00033.png;926;555;963;583;1;0.74
00033.png;108;270;247;459;1;0.38
00033.png;449;406;753;483;1;0.34
00034.png;1;1045;55;1079;1;0.83
00034.png;1409;247;1595;346;1;0.83
00034.png;1611;270;1825;371;1;0.79
00034.png;1390;342;1816;549;1;0.78
00034.png;1753;779;1919;830;1;0.76
00034.png;1190;670;1223;712;1;0.66
00034.png;1329;800;1488;856;1;0.58
00034.png;724;548;759;577;1;0.41
00034.png;1;171;166;394;1;0.40
00035.png;1380;540;1556;634;1;0.81
00035.png;1399;344;1529;407;1;0.80
00035.png;1538;369;1677;434;1;0.80
00035.png;1;1031;123;1079;1;0.79
00035.png;1558;529;1664;658;1;0.79
00035.png;1606;488;1644;527;1;0.78
00035.png;0;167;710;550;1;0.39
00036.png;514;112;746;348;1;0.87
00036.png;177;540;244;575;1;0.60
00036.png;582;658;722;717;1;0.56
00036.png;835;262;887;284;1;0.46
00036.png;1376;601;1920;799;1;0.45
00036.png;1805;460;1919;490;1;0.43
00036.png;840;234;905;254;1;0.37
00037.png;63;392;198;502;1;0.79
00037.png;1274;379;1520;545;1;0.78
00037.png;1777;772;1919;829;1;0.59
00037.png;1440;772;1651;849;1;0.32
00038.png;5;1036;77;1079;1;0.85
00038.png;1324;283;1516;388;1;0.82
00038.png;1315;379;1747;575;1;0.80
00038.png;878;520;1177;611;1;0.78
00038.png;767;439;869;477;1;0.78
00038.png;1527;312;1740;408;1;0.76
00038.png;1857;816;1920;846;1;0.74
00038.png;271;414;399;501;1;0.64
00038.png;1057;844;1158;883;1;0.63
00038.png;1141;787;1522;885;1;0.62
00038.png;157;1017;300;1079;1;0.47
00038.png;1174;637;1240;663;1;0.37
00038.png;1746;794;1841;827;1;0.37
00039.png;766;70;1012;291;1;0.88
00039.png;605;491;639;521;1;0.87
00040.png;1326;217;1670;552;1;0.88
00040.png;1300;1038;1363;1079;1;0.81
00040.png;877;515;1125;611;1;0.46
00040.png;1818;777;1920;808;1;0.37
00041.png;650;67;929;312;1;0.85
00042.png;1116;207;1481;544;1;0.92
00043.png;1152;486;1181;526;1;0.89
00043.png;704;68;964;312;1;0.89
00043.png;822;1044;886;1079;1;0.87
00043.png;433;983;477;1079;1;0.39
00044.png;1276;150;1467;233;1;0.84
00044.png;1520;509;1658;638;1;0.82
00044.png;1473;160;1803;249;1;0.81
00044.png;1269;233;1796;514;1;0.77
00044.png;1830;780;1919;822;1;0.72
00044.png;1160;637;1214;674;1;0.63
00044.png;703;538;746;575;1;0.63
00044.png;1118;627;1153;654;1;0.59
00044.png;1220;655;1293;699;1;0.52
00044.png;1437;506;1505;616;1;0.45
00044.png;1709;520;1919;769;1;0.42
00044.png;1303;679;1362;720;1;0.41
00045.png;625;55;894;341;1;0.94
00045.png;2;1045;66;1079;1;0.77
00045.png;410;496;552;532;1;0.73
00045.png;1338;512;1920;709;1;0.69
00045.png;1792;742;1920;793;1;0.49
00045.png;1083;498;1173;533;1;0.37
00045.png;1664;768;1725;811;1;0.36
00046.png;1327;236;1662;510;1;0.84
00046.png;828;498;895;534;1;0.64
00047.png;1381;337;1671;517;1;0.91
00047.png;1352;1008;1630;1079;1;0.52
00048.png;1004;411;1231;579;1;0.93
00048.png;981;1002;1200;1054;1;0.79
00049.png;469;58;854;365;1;0.91
00049.png;545;661;669;711;1;0.46
00050.png;985;437;1099;493;1;0.81
00050.png;960;488;1244;707;1;0.80
00050.png;1;1;533;186;1;0.79
00050.png;1108;455;1245;510;1;0.78
00050.png;50;392;135;455;1;0.75
00050.png;729;554;972;672;1;0.68
00050.png;1;290;79;467;1;0.61
00050.png;1488;848;1920;975;1;0.48
00051.png;1184;564;1405;674;1;0.82
00051.png;1409;835;1920;962;1;0.48
00052.png;649;36;852;124;1;0.83
00052.png;251;1;573;123;1;0.80
00052.png;860;44;1089;131;1;0.77
00052.png;643;129;1088;364;1;0.75
00052.png;118;614;194;692;1;0.70
00052.png;1168;790;1268;817;1;0.53
00052.png;159;624;249;653;1;0.32
00053.png;1104;442;1444;568;1;0.85
00053.png;445;571;579;601;1;0.79
00053.png;744;589;914;636;1;0.78
00053.png;1335;574;1378;613;1;0.70
00053.png;276;0;537;136;1;0.49
00053.png;896;0;1398;282;1;0.46
00053.png;0;0;298;242;1;0.36
00053.png;743;686;860;729;1;0.35
00053.png;1217;801;1339;873;1;0.32
00054.png;1099;536;1324;685;1;0.89
00054.png;683;502;743;524;1;0.70
00054.png;1809;928;1920;975;1;0.44
00054.png;160;0;477;136;1;0.32
00055.png;1452;469;1632;604;1;0.81
00055.png;1458;640;1501;666;1;0.78
00055.png;1218;778;1298;815;1;0.65
00055.png;1;551;520;678;1;0.57
00055.png;1502;606;1576;647;1;0.45
00056.png;1274;488;1654;608;1;0.79
00056.png;1593;645;1628;678;1;0.78
00056.png;1362;651;1424;685;1;0.78
00056.png;1469;665;1513;691;1;0.78
00056.png;1243;684;1640;794;1;0.77
00056.png;469;726;588;763;1;0.72
00056.png;1582;857;1762;908;1;0.61
00056.png;1791;880;1920;936;1;0.61
00056.png;0;675;367;782;1;0.58
00056.png;166;232;281;288;1;0.57
00056.png;1438;832;1537;871;1;0.51
00056.png;50;222;164;272;1;0.48
00056.png;396;250;506;316;1;0.43
00056.png;1750;935;1876;974;1;0.43
00056.png;508;260;619;326;1;0.41
00056.png;283;241;393;302;1;0.40
00056.png;773;757;1423;948;1;0.33
00057.png;745;294;1020;494;1;0.92
00057.png;718;663;772;697;1;0.71
00058.png;481;202;867;441;1;0.85
00059.png;1279;397;1471;507;1;0.82
00059.png;1141;382;1289;463;1;0.81
00059.png;1302;558;1340;585;1;0.78
00059.png;1406;576;1444;610;1;0.78
00059.png;1824;712;1888;740;1;0.51
00059.png;1521;528;1920;628;1;0.51
00059.png;1214;485;1343;534;1;0.42
00060.png;748;158;1122;439;1;0.91
00060.png;1760;502;1920;580;1;0.60
00060.png;691;651;833;719;1;0.44
00060.png;465;655;617;692;1;0.41
00060.png;1473;779;1696;829;1;0.39
00061.png;1149;679;1201;730;1;0.93
00061.png;60;630;112;685;1;0.88
00061.png;433;148;808;416;1;0.87
00062.png;831;161;1008;230;1;0.82
00062.png;479;362;582;407;1;0.80
00062.png;579;157;794;407;1;0.80
00062.png;831;233;1010;409;1;0.79
00062.png;16;492;211;551;1;0.79
00062.png;261;465;460;546;1;0.64
00062.png;1011;284;1126;334;1;0.53
00062.png;623;721;723;749;1;0.50
00062.png;1342;429;1388;544;1;0.50
00062.png;272;681;451;728;1;0.44
00062.png;287;522;457;672;1;0.44
00062.png;1136;276;1252;320;1;0.43
00062.png;925;716;1045;766;1;0.40
00062.png;21;375;463;488;1;0.34
00063.png;1104;685;1162;716;1;0.86
00063.png;796;112;1010;422;1;0.83
00063.png;1038;127;1301;187;1;0.78
00063.png;995;751;1045;781;1;0.74
00063.png;1025;190;1307;430;1;0.74
00063.png;939;743;987;784;1;0.66
00064.png;601;156;952;434;1;0.83
00065.png;506;174;868;433;1;0.82
00065.png;923;281;1108;386;1;0.74
00066.png;774;53;1316;415;1;0.85
00067.png;181;530;275;616;1;0.91
00067.png;1332;605;1408;683;1;0.89
00067.png;537;587;575;617;1;0.87
00067.png;510;98;903;415;1;0.83
00067.png;955;166;1091;231;1;0.80
00067.png;1061;214;1134;248;1;0.78
00067.png;1105;190;1311;264;1;0.74
00067.png;1239;352;1280;408;1;0.63
00067.png;947;272;1235;341;1;0.59
00068.png;479;134;882;426;1;0.85
00068.png;981;571;1037;629;1;0.37
00068.png;0;492;288;573;1;0.36
00069.png;932;438;1097;486;1;0.83
00069.png;1187;626;1216;688;1;0.80
00069.png;744;390;909;547;1;0.75
00070.png;1782;497;1887;628;1;0.87
00070.png;1798;608;1902;686;1;0.79
00070.png;947;256;1034;284;1;0.78
00070.png;743;258;796;283;1;0.78
00070.png;614;376;649;402;1;0.78
00070.png;840;376;875;402;1;0.75
00071.png;1258;78;1619;538;1;0.86
00072.png;668;67;965;314;1;0.85
00073.png;754;56;896;269;1;0.78
00073.png;944;89;1110;257;1;0.68
00074.png;1211;301;1586;539;1;0.84
00075.png;823;151;1138;276;1;0.69
00075.png;822;82;960;137;1;0.59
00075.png;1021;83;1130;135;1;0.58
00076.png;1199;330;1549;539;1;0.87
00077.png;777;165;1056;338;1;0.33
00078.png;520;83;794;341;1;0.63
00080.png;722;154;959;329;1;0.62
00082.png;798;185;1082;286;1;0.73
00083.png;1465;330;1742;481;1;0.87
00084.png;1417;619;1510;644;1;0.79
00084.png;1416;111;1577;170;1;0.78
00084.png;1597;105;1842;167;1;0.78
00084.png;981;681;1027;711;1;0.78
00084.png;230;888;403;976;1;0.78
00084.png;674;686;722;716;1;0.78
00084.png;1558;268;1598;293;1;0.78
00084.png;1598;266;1645;291;1;0.78
00084.png;1585;308;1686;341;1;0.78
00084.png;1482;310;1557;342;1;0.78
00084.png;1778;276;1827;316;1;0.78
00084.png;964;1019;1165;1079;1;0.71
00084.png;942;437;1163;597;1;0.68
00084.png;1471;721;1845;821;1;0.54
00084.png;1705;296;1753;344;1;0.51
00084.png;522;814;744;887;1;0.48
00084.png;1522;623;1646;657;1;0.46
00084.png;771;636;843;676;1;0.46
00084.png;648;718;788;770;1;0.44
00084.png;1688;1049;1768;1069;1;0.40
00084.png;1814;289;1919;474;1;0.39
00084.png;1;861;104;914;1;0.36
00084.png;724;680;817;716;1;0.35
00085.png;1260;283;1643;519;1;0.91
00086.png;1235;264;1627;533;1;0.87
00087.png;1321;376;1426;504;1;0.88
00087.png;879;164;1124;376;1;0.88
00087.png;1337;1037;1448;1080;1;0.87
00088.png;1316;485;1367;554;1;0.93
00088.png;659;148;910;378;1;0.88
00088.png;955;581;1024;627;1;0.36
00089.png;1358;358;1639;507;1;0.89
00090.png;1709;961;1884;1010;1;0.83
00090.png;1465;180;1819;525;1;0.83
00091.png;859;84;1108;346;1;0.88
00092.png;724;79;931;382;1;0.92
00093.png;788;234;1068;363;1;0.76
00093.png;786;171;1032;250;1;0.73
00093.png;0;362;181;560;1;0.33
00094.png;1206;109;1390;316;1;0.87
00094.png;831;215;1035;287;1;0.83
00095.png;1379;277;1591;359;1;0.83
00095.png;1594;277;1821;358;1;0.78
00095.png;1383;364;1840;569;1;0.71
00096.png;1415;235;1518;287;1;0.84
00096.png;1526;230;1645;276;1;0.79
00096.png;1420;281;1650;373;1;0.64
00097.png;827;168;904;200;1;0.74
00097.png;975;165;1018;192;1;0.72
00097.png;811;299;848;328;1;0.67
00097.png;1024;295;1062;323;1;0.65
00097.png;402;481;528;515;1;0.39
00098.png;1217;413;1507;572;1;0.90
00099.png;1171;381;1417;483;1;0.82
00099.png;1168;448;1413;564;1;0.75
00099.png;522;575;664;608;1;0.32
00100.png;912;106;1224;349;1;0.83
00101.png;633;93;878;345;1;0.87
00101.png;980;258;1031;286;1;0.68
00101.png;565;477;667;546;1;0.62
00101.png;417;626;559;725;1;0.54
